Number,Rope replicate,Depth,Date,Time period,Time,conc,,Day,,DepthT,Temp,Average,DepthL,Lux,,,,
301,1,1.5m,03/07/2019,,12:00:00,,,14,PM,1.5m=17.10,16.237,,1.5= 46.93,30,,,,
302,1,1.5m,03/07/2019,,13:00:00,,,14,PM,1.5m=17.10,16.332,,1.5= 46.93,480,,,,
303,1,1.5m,03/07/2019,,14:00:00,,,14,PM,1.5m=17.10,16.618,,1.5= 46.93,480,,,,
304,1,1.5m,03/07/2019,,15:00:00,,,14,PM,1.5m=17.10,16.903,,1.5= 46.93,800,,,,
305,1,1.5m,03/07/2019,,16:00:00,,,14,PM,1.5m=17.10,17.189,,1.5= 46.93,608,,,,
306,1,1.5m,03/07/2019,,17:00:00,,,14,PM,1.5m=17.10,16.903,,1.5= 46.93,79,,,,
307,1,1.5m,03/07/2019,,18:00:00,,,14,PM,1.5m=17.10,16.808,,1.5= 46.93,27,,,,
308,1,1.5m,03/07/2019,,19:00:00,,,14,PM,1.5m=17.10,16.903,,1.5= 46.93,37,,,,
309,1,1.5m,03/07/2019,,20:00:00,,,14,PM,1.5m=17.10,16.618,,1.5= 46.93,4,,,,
310,1,1.5m,03/07/2019,,21:00:00,,,14,PM,1.5m=17.10,16.523,,1.5= 46.93,1,,,,
311,1,1.5m,03/07/2019,,22:00:00,,,14,PM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
312,1,1.5m,03/07/2019,,23:00:00,,,14,PM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
313,1,1.5m,04/07/2019,,00:00:00,,,15,AM,1.5m=17.10,16.332,,1.5= 46.93,0,,,,
314,1,1.5m,04/07/2019,,01:00:00,,,15,AM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
315,1,1.5m,04/07/2019,,02:00:00,,,15,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
316,1,1.5m,04/07/2019,,03:00:00,,,15,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
317,1,1.5m,04/07/2019,,04:00:00,,,15,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
318,1,1.5m,04/07/2019,,05:00:00,,,15,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
319,1,1.5m,04/07/2019,,06:00:00,,,15,AM,1.5m=17.10,16.427,,1.5= 46.93,0,,,,
320,1,1.5m,04/07/2019,,07:00:00,,,15,AM,1.5m=17.10,16.427,,1.5= 46.93,3,,,,
321,1,1.5m,04/07/2019,,08:00:00,,,15,AM,1.5m=17.10,16.427,,1.5= 46.93,4,,,,
322,1,1.5m,04/07/2019,,09:00:00,,,15,AM,1.5m=17.10,16.427,,1.5= 46.93,5,,,,
323,1,1.5m,04/07/2019,,10:00:00,,,15,AM,1.5m=17.10,16.332,,1.5= 46.93,8,,,,
324,1,1.5m,04/07/2019,,11:00:00,,,15,AM,1.5m=17.10,16.427,,1.5= 46.93,9,,,,
325,1,1.5m,04/07/2019,,12:00:00,,,15,PM,1.5m=17.10,16.332,,1.5= 46.93,20,,,,
326,1,1.5m,04/07/2019,,13:00:00,,,15,PM,1.5m=17.10,16.808,,1.5= 46.93,336,,,,
327,1,1.5m,04/07/2019,,14:00:00,,,15,PM,1.5m=17.10,16.713,,1.5= 46.93,49,,,,
328,1,1.5m,04/07/2019,,15:00:00,,,15,PM,1.5m=17.10,16.999,,1.5= 46.93,40,,,,
329,1,1.5m,04/07/2019,,16:00:00,,,15,PM,1.5m=17.10,17.094,,1.5= 46.93,30,,,,
330,1,1.5m,04/07/2019,,17:00:00,,,15,PM,1.5m=17.10,17.189,,1.5= 46.93,27,,,,
331,1,1.5m,04/07/2019,,18:00:00,,,15,PM,1.5m=17.10,17.379,,1.5= 46.93,50,,,,
332,1,1.5m,04/07/2019,,19:00:00,,,15,PM,1.5m=17.10,17.284,,1.5= 46.93,20,,,,
333,1,1.5m,04/07/2019,,20:00:00,,,15,PM,1.5m=17.10,17.189,,1.5= 46.93,5,,,,
334,1,1.5m,04/07/2019,,21:00:00,,,15,PM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
335,1,1.5m,04/07/2019,,22:00:00,,,15,PM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
336,1,1.5m,04/07/2019,,23:00:00,,,15,PM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
337,1,1.5m,05/07/2019,,00:00:00,,,16,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
338,1,1.5m,05/07/2019,,01:00:00,,,16,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
339,1,1.5m,05/07/2019,,02:00:00,,,16,AM,1.5m=17.10,16.523,,1.5= 46.93,0,,,,
340,1,1.5m,05/07/2019,,03:00:00,,,16,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
341,1,1.5m,05/07/2019,,04:00:00,,,16,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
342,1,1.5m,05/07/2019,,05:00:00,,,16,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
343,1,1.5m,05/07/2019,,06:00:00,,,16,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
344,1,1.5m,05/07/2019,,07:00:00,,,16,AM,1.5m=17.10,16.618,,1.5= 46.93,2,,,,
345,1,1.5m,05/07/2019,,08:00:00,,,16,AM,1.5m=17.10,16.618,,1.5= 46.93,3,,,,
346,1,1.5m,05/07/2019,,09:00:00,,,16,AM,1.5m=17.10,16.618,,1.5= 46.93,4,,,,
347,1,1.5m,05/07/2019,,10:00:00,,,16,AM,1.5m=17.10,16.523,,1.5= 46.93,6,,,,
348,1,1.5m,05/07/2019,,11:00:00,,,16,AM,1.5m=17.10,16.523,,1.5= 46.93,10,,,,
349,1,1.5m,05/07/2019,,12:00:00,,,16,PM,1.5m=17.10,16.713,,1.5= 46.93,20,,,,
350,1,1.5m,05/07/2019,,13:00:00,,,16,PM,1.5m=17.10,16.999,,1.5= 46.93,368,,,,
351,1,1.5m,05/07/2019,,14:00:00,,,16,PM,1.5m=17.10,16.713,,1.5= 46.93,71,,,,
352,1,1.5m,05/07/2019,,15:00:00,,,16,PM,1.5m=17.10,17.189,,1.5= 46.93,160,,,,
353,1,1.5m,05/07/2019,,16:00:00,,,16,PM,1.5m=17.10,17.284,,1.5= 46.93,61,,,,
354,1,1.5m,05/07/2019,,17:00:00,,,16,PM,1.5m=17.10,17.57,,1.5= 46.93,192,,,,
355,1,1.5m,05/07/2019,,18:00:00,,,16,PM,1.5m=17.10,17.475,,1.5= 46.93,104,,,,
356,1,1.5m,05/07/2019,,19:00:00,,,16,PM,1.5m=17.10,17.379,,1.5= 46.93,47,,,,
357,1,1.5m,05/07/2019,,20:00:00,,,16,PM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
358,1,1.5m,05/07/2019,,21:00:00,,,16,PM,1.5m=17.10,17.094,,1.5= 46.93,0,,,,
359,1,1.5m,05/07/2019,,22:00:00,,,16,PM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
360,1,1.5m,05/07/2019,,23:00:00,,,16,PM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
361,1,1.5m,06/07/2019,,00:00:00,,,17,AM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
362,1,1.5m,06/07/2019,,01:00:00,,,17,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
363,1,1.5m,06/07/2019,,02:00:00,,,17,AM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
364,1,1.5m,06/07/2019,,03:00:00,,,17,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
365,1,1.5m,06/07/2019,,04:00:00,,,17,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
366,1,1.5m,06/07/2019,,05:00:00,,,17,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
367,1,1.5m,06/07/2019,,06:00:00,,,17,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
368,1,1.5m,06/07/2019,,07:00:00,,,17,AM,1.5m=17.10,16.808,,1.5= 46.93,2,,,,
369,1,1.5m,06/07/2019,,08:00:00,,,17,AM,1.5m=17.10,16.808,,1.5= 46.93,2,,,,
370,1,1.5m,06/07/2019,,09:00:00,,,17,AM,1.5m=17.10,16.903,,1.5= 46.93,4,,,,
371,1,1.5m,06/07/2019,,10:00:00,,,17,AM,1.5m=17.10,16.808,,1.5= 46.93,4,,,,
372,1,1.5m,06/07/2019,,11:00:00,,,17,AM,1.5m=17.10,16.713,,1.5= 46.93,10,,,,
373,1,1.5m,06/07/2019,,12:00:00,,,17,PM,1.5m=17.10,16.713,,1.5= 46.93,19,,,,
374,1,1.5m,06/07/2019,,13:00:00,,,17,PM,1.5m=17.10,16.808,,1.5= 46.93,95,,,,
375,1,1.5m,06/07/2019,,14:00:00,,,17,PM,1.5m=17.10,17.189,,1.5= 46.93,136,,,,
376,1,1.5m,06/07/2019,,15:00:00,,,17,PM,1.5m=17.10,17.284,,1.5= 46.93,136,,,,
377,1,1.5m,06/07/2019,,16:00:00,,,17,PM,1.5m=17.10,17.379,,1.5= 46.93,91,,,,
378,1,1.5m,06/07/2019,,17:00:00,,,17,PM,1.5m=17.10,17.284,,1.5= 46.93,3,,,,
379,1,1.5m,06/07/2019,,18:00:00,,,17,PM,1.5m=17.10,17.475,,1.5= 46.93,16,,,,
380,1,1.5m,06/07/2019,,19:00:00,,,17,PM,1.5m=17.10,17.379,,1.5= 46.93,14,,,,
381,1,1.5m,06/07/2019,,20:00:00,,,17,PM,1.5m=17.10,17.57,,1.5= 46.93,1,,,,
382,1,1.5m,06/07/2019,,21:00:00,,,17,PM,1.5m=17.10,17.379,,1.5= 46.93,0,,,,
383,1,1.5m,06/07/2019,,22:00:00,,,17,PM,1.5m=17.10,17.189,,1.5= 46.93,0,,,,
384,1,1.5m,06/07/2019,,23:00:00,,,17,PM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
385,1,1.5m,07/07/2019,,00:00:00,,,18,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
386,1,1.5m,07/07/2019,,01:00:00,,,18,AM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
387,1,1.5m,07/07/2019,,02:00:00,,,18,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
388,1,1.5m,07/07/2019,,03:00:00,,,18,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
389,1,1.5m,07/07/2019,,04:00:00,,,18,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
390,1,1.5m,07/07/2019,,05:00:00,,,18,AM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
391,1,1.5m,07/07/2019,,06:00:00,,,18,AM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
392,1,1.5m,07/07/2019,,07:00:00,,,18,AM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
393,1,1.5m,07/07/2019,,08:00:00,,,18,AM,1.5m=17.10,16.903,,1.5= 46.93,2,,,,
394,1,1.5m,07/07/2019,,09:00:00,,,18,AM,1.5m=17.10,16.903,,1.5= 46.93,3,,,,
395,1,1.5m,07/07/2019,,10:00:00,,,18,AM,1.5m=17.10,16.999,,1.5= 46.93,5,,,,
396,1,1.5m,07/07/2019,,11:00:00,,,18,AM,1.5m=17.10,16.808,,1.5= 46.93,5,,,,
397,1,1.5m,07/07/2019,,12:00:00,,,18,PM,1.5m=17.10,16.808,,1.5= 46.93,7,,,,
398,1,1.5m,07/07/2019,,13:00:00,,,18,PM,1.5m=17.10,16.713,,1.5= 46.93,9,,,,
399,1,1.5m,07/07/2019,,14:00:00,,,18,PM,1.5m=17.10,16.808,,1.5= 46.93,29,,,,
400,1,1.5m,07/07/2019,,15:00:00,,,18,PM,1.5m=17.10,16.713,,1.5= 46.93,6,,,,
401,1,1.5m,07/07/2019,,16:00:00,,,18,PM,1.5m=17.10,16.903,,1.5= 46.93,3,,,,
402,1,1.5m,07/07/2019,,17:00:00,,,18,PM,1.5m=17.10,17.094,,1.5= 46.93,1,,,,
403,1,1.5m,07/07/2019,,18:00:00,,,18,PM,1.5m=17.10,17.189,,1.5= 46.93,1,,,,
404,1,1.5m,07/07/2019,,19:00:00,,,18,PM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
405,1,1.5m,07/07/2019,,20:00:00,,,18,PM,1.5m=17.10,17.189,,1.5= 46.93,0,,,,
406,1,1.5m,07/07/2019,,21:00:00,,,18,PM,1.5m=17.10,17.189,,1.5= 46.93,0,,,,
407,1,1.5m,07/07/2019,,22:00:00,,,18,PM,1.5m=17.10,17.189,,1.5= 46.93,0,,,,
408,1,1.5m,07/07/2019,,23:00:00,,,18,PM,1.5m=17.10,17.094,,1.5= 46.93,0,,,,
409,1,1.5m,08/07/2019,,00:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
410,1,1.5m,08/07/2019,,01:00:00,,,19,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
411,1,1.5m,08/07/2019,,02:00:00,,,19,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
412,1,1.5m,08/07/2019,,03:00:00,,,19,AM,1.5m=17.10,16.618,,1.5= 46.93,0,,,,
413,1,1.5m,08/07/2019,,04:00:00,,,19,AM,1.5m=17.10,16.713,,1.5= 46.93,0,,,,
414,1,1.5m,08/07/2019,,05:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
415,1,1.5m,08/07/2019,,06:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
416,1,1.5m,08/07/2019,,07:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
417,1,1.5m,08/07/2019,,08:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,0,,,,
418,1,1.5m,08/07/2019,,09:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,1,,,,
419,1,1.5m,08/07/2019,,10:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,1,,,,
420,1,1.5m,08/07/2019,,11:00:00,,,19,AM,1.5m=17.10,16.903,,1.5= 46.93,3,,,,
421,1,1.5m,08/07/2019,,12:00:00,,,19,PM,1.5m=17.10,16.903,,1.5= 46.93,4,,,,
422,1,1.5m,08/07/2019,,13:00:00,,,19,PM,1.5m=17.10,16.999,,1.5= 46.93,44,,,,
423,1,1.5m,08/07/2019,,14:00:00,,,19,PM,1.5m=17.10,16.808,,1.5= 46.93,8,,,,
424,1,1.5m,08/07/2019,,15:00:00,,,19,PM,1.5m=17.10,16.808,,1.5= 46.93,7,,,,
425,1,1.5m,08/07/2019,,16:00:00,,,19,PM,1.5m=17.10,16.999,,1.5= 46.93,2,,,,
426,1,1.5m,08/07/2019,,17:00:00,,,19,PM,1.5m=17.10,17.094,,1.5= 46.93,0,,,,
427,1,1.5m,08/07/2019,,18:00:00,,,19,PM,1.5m=17.10,17.189,,1.5= 46.93,0,,,,
428,1,1.5m,08/07/2019,,19:00:00,,,19,PM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
429,1,1.5m,08/07/2019,,20:00:00,,,19,PM,1.5m=17.10,17.379,,1.5= 46.93,0,,,,
430,1,1.5m,08/07/2019,,21:00:00,,,19,PM,1.5m=17.10,17.379,,1.5= 46.93,0,,,,
431,1,1.5m,08/07/2019,,22:00:00,,,19,PM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
432,1,1.5m,08/07/2019,,23:00:00,,,19,PM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
433,1,1.5m,09/07/2019,,00:00:00,,,20,AM,1.5m=17.10,17.094,,1.5= 46.93,0,,,,
434,1,1.5m,09/07/2019,,01:00:00,,,20,AM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
435,1,1.5m,09/07/2019,,02:00:00,,,20,AM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
436,1,1.5m,09/07/2019,,03:00:00,,,20,AM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
437,1,1.5m,09/07/2019,,04:00:00,,,20,AM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
438,1,1.5m,09/07/2019,,05:00:00,,,20,AM,1.5m=17.10,16.808,,1.5= 46.93,0,,,,
439,1,1.5m,09/07/2019,,06:00:00,,,20,AM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
440,1,1.5m,09/07/2019,,07:00:00,,,20,AM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
441,1,1.5m,09/07/2019,,08:00:00,,,20,AM,1.5m=17.10,16.999,,1.5= 46.93,0,,,,
442,1,1.5m,09/07/2019,,09:00:00,,,20,AM,1.5m=17.10,17.094,,1.5= 46.93,1,,,,
443,1,1.5m,09/07/2019,,10:00:00,,,20,AM,1.5m=17.10,16.999,,1.5= 46.93,1,,,,
444,1,1.5m,09/07/2019,,11:00:00,,,20,AM,1.5m=17.10,17.094,,1.5= 46.93,1,,,,
445,1,1.5m,09/07/2019,,12:00:00,,,20,PM,1.5m=17.10,17.189,,1.5= 46.93,2,,,,
450,1,1.5m,09/07/2019,,17:00:00,,,20,PM,1.5m=17.10,17.189,,1.5= 46.93,11,,,,
451,1,1.5m,09/07/2019,,18:00:00,,,20,PM,1.5m=17.10,17.379,,1.5= 46.93,3,,,,
452,1,1.5m,09/07/2019,,19:00:00,,,20,PM,1.5m=17.10,17.475,,1.5= 46.93,1,,,,
453,1,1.5m,09/07/2019,,20:00:00,,,20,PM,1.5m=17.10,17.57,,1.5= 46.93,1,,,,
454,1,1.5m,09/07/2019,,21:00:00,,,20,PM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
455,1,1.5m,09/07/2019,,22:00:00,,,20,PM,1.5m=17.10,17.475,,1.5= 46.93,0,,,,
456,1,1.5m,09/07/2019,,23:00:00,,,20,PM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
457,1,1.5m,10/07/2019,,00:00:00,,,21,AM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
458,1,1.5m,10/07/2019,,01:00:00,,,21,AM,1.5m=17.10,17.379,,1.5= 46.93,0,,,,
459,1,1.5m,10/07/2019,,02:00:00,,,21,AM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
460,1,1.5m,10/07/2019,,03:00:00,,,21,AM,1.5m=17.10,17.189,,1.5= 46.93,0,,,,
461,1,1.5m,10/07/2019,,04:00:00,,,21,AM,1.5m=17.10,17.094,,1.5= 46.93,0,,,,
462,1,1.5m,10/07/2019,,05:00:00,,,21,AM,1.5m=17.10,17.094,,1.5= 46.93,0,,,,
463,1,1.5m,10/07/2019,,06:00:00,,,21,AM,1.5m=17.10,17.094,,1.5= 46.93,0,,,,
464,1,1.5m,10/07/2019,,07:00:00,,,21,AM,1.5m=17.10,17.284,,1.5= 46.93,4,,,,
465,1,1.5m,10/07/2019,,08:00:00,,,21,AM,1.5m=17.10,17.379,,1.5= 46.93,9,,,,
466,1,1.5m,10/07/2019,,09:00:00,,,21,AM,1.5m=17.10,17.284,,1.5= 46.93,12,,,,
467,1,1.5m,10/07/2019,,10:00:00,,,21,AM,1.5m=17.10,17.379,,1.5= 46.93,15,,,,
468,1,1.5m,10/07/2019,,11:00:00,,,21,AM,1.5m=17.10,17.284,,1.5= 46.93,18,,,,
469,1,1.5m,10/07/2019,,12:00:00,,,21,PM,1.5m=17.10,17.475,,1.5= 46.93,26,,,,
470,1,1.5m,10/07/2019,,13:00:00,,,21,PM,1.5m=17.10,17.475,,1.5= 46.93,304,,,,
471,1,1.5m,10/07/2019,,14:00:00,,,21,PM,1.5m=17.10,17.379,,1.5= 46.93,67,,,,
472,1,1.5m,10/07/2019,,15:00:00,,,21,PM,1.5m=17.10,17.379,,1.5= 46.93,50,,,,
473,1,1.5m,10/07/2019,,16:00:00,,,21,PM,1.5m=17.10,17.475,,1.5= 46.93,40,,,,
474,1,1.5m,10/07/2019,,17:00:00,,,21,PM,1.5m=17.10,17.379,,1.5= 46.93,20,,,,
475,1,1.5m,10/07/2019,,18:00:00,,,21,PM,1.5m=17.10,17.475,,1.5= 46.93,4,,,,
476,1,1.5m,10/07/2019,,19:00:00,,,21,PM,1.5m=17.10,17.475,,1.5= 46.93,1,,,,
477,1,1.5m,10/07/2019,,20:00:00,,,21,PM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
478,1,1.5m,10/07/2019,,21:00:00,,,21,PM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
479,1,1.5m,10/07/2019,,22:00:00,,,21,PM,1.5m=17.10,17.76,,1.5= 46.93,0,,,,
480,1,1.5m,10/07/2019,,23:00:00,,,21,PM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
481,1,1.5m,11/07/2019,,00:00:00,,,22,AM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
482,1,1.5m,11/07/2019,,01:00:00,,,22,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
483,1,1.5m,11/07/2019,,02:00:00,,,22,AM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
484,1,1.5m,11/07/2019,,03:00:00,,,22,AM,1.5m=17.10,17.475,,1.5= 46.93,0,,,,
485,1,1.5m,11/07/2019,,04:00:00,,,22,AM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
486,1,1.5m,11/07/2019,,05:00:00,,,22,AM,1.5m=17.10,17.189,,1.5= 46.93,0,,,,
487,1,1.5m,11/07/2019,,06:00:00,,,22,AM,1.5m=17.10,17.284,,1.5= 46.93,0,,,,
488,1,1.5m,11/07/2019,,07:00:00,,,22,AM,1.5m=17.10,17.379,,1.5= 46.93,1,,,,
489,1,1.5m,11/07/2019,,08:00:00,,,22,AM,1.5m=17.10,17.475,,1.5= 46.93,6,,,,
490,1,1.5m,11/07/2019,,09:00:00,,,22,AM,1.5m=17.10,17.57,,1.5= 46.93,8,,,,
491,1,1.5m,11/07/2019,,10:00:00,,,22,AM,1.5m=17.10,17.57,,1.5= 46.93,5,,,,
492,1,1.5m,11/07/2019,,11:00:00,,,22,AM,1.5m=17.10,17.665,,1.5= 46.93,11,,,,
493,1,1.5m,11/07/2019,,12:00:00,,,22,PM,1.5m=17.10,17.665,,1.5= 46.93,39,,,,
494,1,1.5m,11/07/2019,,13:00:00,,,22,PM,1.5m=17.10,18.045,,1.5= 46.93,512,,,,
495,1,1.5m,11/07/2019,,14:00:00,,,22,PM,1.5m=17.10,17.665,,1.5= 46.93,15,,,,
496,1,1.5m,11/07/2019,,15:00:00,,,22,PM,1.5m=17.10,17.665,,1.5= 46.93,119,,,,
497,1,1.5m,11/07/2019,,16:00:00,,,22,PM,1.5m=17.10,17.76,,1.5= 46.93,7,,,,
498,1,1.5m,11/07/2019,,17:00:00,,,22,PM,1.5m=17.10,17.76,,1.5= 46.93,7,,,,
499,1,1.5m,11/07/2019,,18:00:00,,,22,PM,1.5m=17.10,17.475,,1.5= 46.93,1,,,,
500,1,1.5m,11/07/2019,,19:00:00,,,22,PM,1.5m=17.10,17.57,,1.5= 46.93,3,,,,
501,1,1.5m,11/07/2019,,20:00:00,,,22,PM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
502,1,1.5m,11/07/2019,,21:00:00,,,22,PM,1.5m=17.10,17.76,,1.5= 46.93,0,,,,
503,1,1.5m,11/07/2019,,22:00:00,,,22,PM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
504,1,1.5m,11/07/2019,,23:00:00,,,22,PM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
505,1,1.5m,12/07/2019,,00:00:00,,,23,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
506,1,1.5m,12/07/2019,,01:00:00,,,23,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
507,1,1.5m,12/07/2019,,02:00:00,,,23,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
508,1,1.5m,12/07/2019,,03:00:00,,,23,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
509,1,1.5m,12/07/2019,,04:00:00,,,23,AM,1.5m=17.10,17.475,,1.5= 46.93,0,,,,
510,1,1.5m,12/07/2019,,05:00:00,,,23,AM,1.5m=17.10,17.475,,1.5= 46.93,0,,,,
511,1,1.5m,12/07/2019,,06:00:00,,,23,AM,1.5m=17.10,17.379,,1.5= 46.93,0,,,,
512,1,1.5m,12/07/2019,,07:00:00,,,23,AM,1.5m=17.10,17.284,,1.5= 46.93,4,,,,
513,1,1.5m,12/07/2019,,08:00:00,,,23,AM,1.5m=17.10,17.284,,1.5= 46.93,14,,,,
514,1,1.5m,12/07/2019,,09:00:00,,,23,AM,1.5m=17.10,17.57,,1.5= 46.93,2,,,,
515,1,1.5m,12/07/2019,,10:00:00,,,23,AM,1.5m=17.10,17.665,,1.5= 46.93,7,,,,
516,1,1.5m,12/07/2019,,11:00:00,,,23,AM,1.5m=17.10,17.665,,1.5= 46.93,15,,,,
517,1,1.5m,12/07/2019,,12:00:00,,,23,PM,1.5m=17.10,17.76,,1.5= 46.93,14,,,,
518,1,1.5m,12/07/2019,,13:00:00,,,23,PM,1.5m=17.10,17.855,,1.5= 46.93,62,,,,
519,1,1.5m,12/07/2019,,14:00:00,,,23,PM,1.5m=17.10,17.95,,1.5= 46.93,14,,,,
520,1,1.5m,12/07/2019,,15:00:00,,,23,PM,1.5m=17.10,17.855,,1.5= 46.93,7,,,,
521,1,1.5m,12/07/2019,,16:00:00,,,23,PM,1.5m=17.10,17.855,,1.5= 46.93,30,,,,
522,1,1.5m,12/07/2019,,17:00:00,,,23,PM,1.5m=17.10,17.665,,1.5= 46.93,9,,,,
523,1,1.5m,12/07/2019,,18:00:00,,,23,PM,1.5m=17.10,17.475,,1.5= 46.93,7,,,,
524,1,1.5m,12/07/2019,,19:00:00,,,23,PM,1.5m=17.10,17.379,,1.5= 46.93,1,,,,
525,1,1.5m,12/07/2019,,20:00:00,,,23,PM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
526,1,1.5m,12/07/2019,,21:00:00,,,23,PM,1.5m=17.10,17.76,,1.5= 46.93,0,,,,
527,1,1.5m,12/07/2019,,22:00:00,,,23,PM,1.5m=17.10,17.76,,1.5= 46.93,0,,,,
528,1,1.5m,12/07/2019,,23:00:00,,,23,PM,1.5m=17.10,17.76,,1.5= 46.93,0,,,,
529,1,1.5m,13/07/2019,,00:00:00,,,24,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
530,1,1.5m,13/07/2019,,01:00:00,,,24,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
531,1,1.5m,13/07/2019,,02:00:00,,,24,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
532,1,1.5m,13/07/2019,,03:00:00,,,24,AM,1.5m=17.10,17.665,,1.5= 46.93,0,,,,
533,1,1.5m,13/07/2019,,04:00:00,,,24,AM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
534,1,1.5m,13/07/2019,,05:00:00,,,24,AM,1.5m=17.10,17.57,,1.5= 46.93,0,,,,
535,1,1.5m,13/07/2019,,06:00:00,,,24,AM,1.5m=17.10,17.379,,1.5= 46.93,0,,,,
536,1,1.5m,13/07/2019,,07:00:00,,,24,AM,1.5m=17.10,17.284,,1.5= 46.93,1,,,,
537,1,1.5m,13/07/2019,,08:00:00,,,24,AM,1.5m=17.10,17.189,,1.5= 46.93,3,,,,
538,1,1.5m,13/07/2019,,09:00:00,,,24,AM,1.5m=17.10,17.475,,1.5= 46.93,5,,,,
539,1,1.5m,13/07/2019,,10:00:00,,,24,AM,1.5m=17.10,17.57,,1.5= 46.93,8,,,,
540,1,1.5m,13/07/2019,,11:00:00,,,24,AM,1.5m=17.10,17.76,,1.5= 46.93,10,,,,
