Number,Rope replicate,Depth,Date,Time period,Time,conc,,Day,,DepthT,Temp,Average,DepthL,Lux,,,,
805,1,1.5m,24/07/2019,,12:00:00,,,35,PM,1.5m=17.10,18.331,,1.5= 46.93,68,,,,
806,1,1.5m,24/07/2019,,13:00:00,,,35,PM,1.5m=17.10,18.331,,1.5= 46.93,16,,,,
807,1,1.5m,24/07/2019,,14:00:00,,,35,PM,1.5m=17.10,18.331,,1.5= 46.93,25,,,,
808,1,1.5m,24/07/2019,,15:00:00,,,35,PM,1.5m=17.10,18.331,,1.5= 46.93,26,,,,
809,1,1.5m,24/07/2019,,16:00:00,,,35,PM,1.5m=17.10,18.331,,1.5= 46.93,47,,,,
810,1,1.5m,24/07/2019,,17:00:00,,,35,PM,1.5m=17.10,18.426,,1.5= 46.93,21,,,,
811,1,1.5m,24/07/2019,,18:00:00,,,35,PM,1.5m=17.10,18.521,,1.5= 46.93,9,,,,
812,1,1.5m,24/07/2019,,19:00:00,,,35,PM,1.5m=17.10,18.521,,1.5= 46.93,10,,,,
813,1,1.5m,24/07/2019,,20:00:00,,,35,PM,1.5m=17.10,18.521,,1.5= 46.93,3,,,,
814,1,1.5m,24/07/2019,,21:00:00,,,35,PM,1.5m=17.10,18.521,,1.5= 46.93,0,,,,
815,1,1.5m,24/07/2019,,22:00:00,,,35,PM,1.5m=17.10,18.521,,1.5= 46.93,0,,,,
816,1,1.5m,24/07/2019,,23:00:00,,,35,PM,1.5m=17.10,18.521,,1.5= 46.93,0,,,,
817,1,1.5m,25/07/2019,,00:00:00,,,36,AM,1.5m=17.10,18.521,,1.5= 46.93,0,,,,
818,1,1.5m,25/07/2019,,01:00:00,,,36,AM,1.5m=17.10,18.331,,1.5= 46.93,0,,,,
819,1,1.5m,25/07/2019,,02:00:00,,,36,AM,1.5m=17.10,18.331,,1.5= 46.93,0,,,,
820,1,1.5m,25/07/2019,,03:00:00,,,36,AM,1.5m=17.10,18.236,,1.5= 46.93,0,,,,
821,1,1.5m,25/07/2019,,04:00:00,,,36,AM,1.5m=17.10,18.14,,1.5= 46.93,0,,,,
822,1,1.5m,25/07/2019,,05:00:00,,,36,AM,1.5m=17.10,18.236,,1.5= 46.93,0,,,,
823,1,1.5m,25/07/2019,,06:00:00,,,36,AM,1.5m=17.10,18.331,,1.5= 46.93,1,,,,
824,1,1.5m,25/07/2019,,07:00:00,,,36,AM,1.5m=17.10,18.331,,1.5= 46.93,3,,,,
825,1,1.5m,25/07/2019,,08:00:00,,,36,AM,1.5m=17.10,18.331,,1.5= 46.93,9,,,,
826,1,1.5m,25/07/2019,,09:00:00,,,36,AM,1.5m=17.10,18.426,,1.5= 46.93,25,,,,
827,1,1.5m,25/07/2019,,10:00:00,,,36,AM,1.5m=17.10,18.331,,1.5= 46.93,35,,,,
828,1,1.5m,25/07/2019,,11:00:00,,,36,AM,1.5m=17.10,18.426,,1.5= 46.93,102,,,,
829,1,1.5m,25/07/2019,,12:00:00,,,36,PM,1.5m=17.10,18.521,,1.5= 46.93,111,,,,
830,1,1.5m,25/07/2019,,13:00:00,,,36,PM,1.5m=17.10,18.521,,1.5= 46.93,464,,,,
831,1,1.5m,25/07/2019,,14:00:00,,,36,PM,1.5m=17.10,18.711,,1.5= 46.93,144,,,,
832,1,1.5m,25/07/2019,,15:00:00,,,36,PM,1.5m=17.10,19.092,,1.5= 46.93,1344,,,,
833,1,1.5m,25/07/2019,,16:00:00,,,36,PM,1.5m=17.10,18.616,,1.5= 46.93,110,,,,
834,1,1.5m,25/07/2019,,17:00:00,,,36,PM,1.5m=17.10,18.711,,1.5= 46.93,76,,,,
835,1,1.5m,25/07/2019,,18:00:00,,,36,PM,1.5m=17.10,18.616,,1.5= 46.93,48,,,,
836,1,1.5m,25/07/2019,,19:00:00,,,36,PM,1.5m=17.10,18.711,,1.5= 46.93,12,,,,
837,1,1.5m,25/07/2019,,20:00:00,,,36,PM,1.5m=17.10,18.806,,1.5= 46.93,12,,,,
838,1,1.5m,25/07/2019,,21:00:00,,,36,PM,1.5m=17.10,18.806,,1.5= 46.93,0,,,,
839,1,1.5m,25/07/2019,,22:00:00,,,36,PM,1.5m=17.10,18.711,,1.5= 46.93,0,,,,
840,1,1.5m,25/07/2019,,23:00:00,,,36,PM,1.5m=17.10,18.806,,1.5= 46.93,0,,,,
841,1,1.5m,26/07/2019,,00:00:00,,,37,AM,1.5m=17.10,18.711,,1.5= 46.93,0,,,,
842,1,1.5m,26/07/2019,,01:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
843,1,1.5m,26/07/2019,,02:00:00,,,37,AM,1.5m=17.10,18.711,,1.5= 46.93,0,,,,
844,1,1.5m,26/07/2019,,03:00:00,,,37,AM,1.5m=17.10,18.711,,1.5= 46.93,0,,,,
845,1,1.5m,26/07/2019,,04:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
846,1,1.5m,26/07/2019,,05:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
847,1,1.5m,26/07/2019,,06:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
848,1,1.5m,26/07/2019,,07:00:00,,,37,AM,1.5m=17.10,18.521,,1.5= 46.93,6,,,,
849,1,1.5m,26/07/2019,,08:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,22,,,,
850,1,1.5m,26/07/2019,,09:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,34,,,,
851,1,1.5m,26/07/2019,,10:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,21,,,,
852,1,1.5m,26/07/2019,,11:00:00,,,37,AM,1.5m=17.10,18.616,,1.5= 46.93,27,,,,
853,1,1.5m,26/07/2019,,12:00:00,,,37,PM,1.5m=17.10,18.711,,1.5= 46.93,55,,,,
854,1,1.5m,26/07/2019,,13:00:00,,,37,PM,1.5m=17.10,18.806,,1.5= 46.93,107,,,,
855,1,1.5m,26/07/2019,,14:00:00,,,37,PM,1.5m=17.10,18.806,,1.5= 46.93,113,,,,
856,1,1.5m,26/07/2019,,15:00:00,,,37,PM,1.5m=17.10,18.996,,1.5= 46.93,232,,,,
857,1,1.5m,26/07/2019,,16:00:00,,,37,PM,1.5m=17.10,18.806,,1.5= 46.93,47,,,,
858,1,1.5m,26/07/2019,,17:00:00,,,37,PM,1.5m=17.10,18.996,,1.5= 46.93,192,,,,
859,1,1.5m,26/07/2019,,18:00:00,,,37,PM,1.5m=17.10,18.996,,1.5= 46.93,22,,,,
860,1,1.5m,26/07/2019,,19:00:00,,,37,PM,1.5m=17.10,19.187,,1.5= 46.93,13,,,,
861,1,1.5m,26/07/2019,,20:00:00,,,37,PM,1.5m=17.10,19.092,,1.5= 46.93,2,,,,
862,1,1.5m,26/07/2019,,21:00:00,,,37,PM,1.5m=17.10,19.092,,1.5= 46.93,0,,,,
863,1,1.5m,26/07/2019,,22:00:00,,,37,PM,1.5m=17.10,18.996,,1.5= 46.93,0,,,,
864,1,1.5m,26/07/2019,,23:00:00,,,37,PM,1.5m=17.10,18.996,,1.5= 46.93,0,,,,
865,1,1.5m,27/07/2019,,00:00:00,,,38,AM,1.5m=17.10,18.901,,1.5= 46.93,0,,,,
866,1,1.5m,27/07/2019,,01:00:00,,,38,AM,1.5m=17.10,18.901,,1.5= 46.93,0,,,,
867,1,1.5m,27/07/2019,,02:00:00,,,38,AM,1.5m=17.10,18.901,,1.5= 46.93,0,,,,
868,1,1.5m,27/07/2019,,03:00:00,,,38,AM,1.5m=17.10,18.806,,1.5= 46.93,0,,,,
869,1,1.5m,27/07/2019,,04:00:00,,,38,AM,1.5m=17.10,18.711,,1.5= 46.93,0,,,,
870,1,1.5m,27/07/2019,,05:00:00,,,38,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
871,1,1.5m,27/07/2019,,06:00:00,,,38,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
872,1,1.5m,27/07/2019,,07:00:00,,,38,AM,1.5m=17.10,18.521,,1.5= 46.93,3,,,,
873,1,1.5m,27/07/2019,,08:00:00,,,38,AM,1.5m=17.10,18.616,,1.5= 46.93,3,,,,
874,1,1.5m,27/07/2019,,09:00:00,,,38,AM,1.5m=17.10,18.711,,1.5= 46.93,3,,,,
875,1,1.5m,27/07/2019,,10:00:00,,,38,AM,1.5m=17.10,18.711,,1.5= 46.93,13,,,,
876,1,1.5m,27/07/2019,,11:00:00,,,38,AM,1.5m=17.10,18.806,,1.5= 46.93,18,,,,
877,1,1.5m,27/07/2019,,12:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,30,,,,
878,1,1.5m,27/07/2019,,13:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,41,,,,
879,1,1.5m,27/07/2019,,14:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,56,,,,
880,1,1.5m,27/07/2019,,15:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,31,,,,
881,1,1.5m,27/07/2019,,16:00:00,,,38,PM,1.5m=17.10,19.092,,1.5= 46.93,103,,,,
882,1,1.5m,27/07/2019,,17:00:00,,,38,PM,1.5m=17.10,18.711,,1.5= 46.93,15,,,,
883,1,1.5m,27/07/2019,,18:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,11,,,,
884,1,1.5m,27/07/2019,,19:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,3,,,,
885,1,1.5m,27/07/2019,,20:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,0,,,,
886,1,1.5m,27/07/2019,,21:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,0,,,,
887,1,1.5m,27/07/2019,,22:00:00,,,38,PM,1.5m=17.10,18.806,,1.5= 46.93,0,,,,
888,1,1.5m,27/07/2019,,23:00:00,,,38,PM,1.5m=17.10,18.711,,1.5= 46.93,0,,,,
889,1,1.5m,28/07/2019,,00:00:00,,,39,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
890,1,1.5m,28/07/2019,,01:00:00,,,39,AM,1.5m=17.10,18.711,,1.5= 46.93,0,,,,
891,1,1.5m,28/07/2019,,02:00:00,,,39,AM,1.5m=17.10,18.616,,1.5= 46.93,0,,,,
892,1,1.5m,28/07/2019,,03:00:00,,,39,AM,1.5m=17.10,18.521,,1.5= 46.93,0,,,,
893,1,1.5m,28/07/2019,,04:00:00,,,39,AM,1.5m=17.10,18.521,,1.5= 46.93,0,,,,
894,1,1.5m,28/07/2019,,05:00:00,,,39,AM,1.5m=17.10,18.521,,1.5= 46.93,0,,,,
895,1,1.5m,28/07/2019,,06:00:00,,,39,AM,1.5m=17.10,18.426,,1.5= 46.93,0,,,,
896,1,1.5m,28/07/2019,,07:00:00,,,39,AM,1.5m=17.10,18.331,,1.5= 46.93,1,,,,
897,1,1.5m,28/07/2019,,08:00:00,,,39,AM,1.5m=17.10,18.236,,1.5= 46.93,2,,,,
898,1,1.5m,28/07/2019,,09:00:00,,,39,AM,1.5m=17.10,18.331,,1.5= 46.93,3,,,,
899,1,1.5m,28/07/2019,,10:00:00,,,39,AM,1.5m=17.10,18.521,,1.5= 46.93,6,,,,
900,1,1.5m,28/07/2019,,11:00:00,,,39,AM,1.5m=17.10,18.616,,1.5= 46.93,6,,,,
901,1,1.5m,28/07/2019,,12:00:00,,,39,PM,1.5m=17.10,18.711,,1.5= 46.93,5,,,,
902,1,1.5m,28/07/2019,,13:00:00,,,39,PM,1.5m=17.10,18.806,,1.5= 46.93,33,,,,
903,1,1.5m,28/07/2019,,14:00:00,,,39,PM,1.5m=17.10,18.806,,1.5= 46.93,13,,,,
904,1,1.5m,28/07/2019,,15:00:00,,,39,PM,1.5m=17.10,18.806,,1.5= 46.93,20,,,,
905,1,1.5m,28/07/2019,,16:00:00,,,39,PM,1.5m=17.10,18.806,,1.5= 46.93,14,,,,
906,1,1.5m,28/07/2019,,17:00:00,,,39,PM,1.5m=17.10,18.616,,1.5= 46.93,35,,,,
907,1,1.5m,28/07/2019,,18:00:00,,,39,PM,1.5m=17.10,18.521,,1.5= 46.93,19,,,,
908,1,1.5m,28/07/2019,,19:00:00,,,39,PM,1.5m=17.10,18.521,,1.5= 46.93,15,,,,
909,1,1.5m,28/07/2019,,20:00:00,,,39,PM,1.5m=17.10,18.426,,1.5= 46.93,3,,,,
910,1,1.5m,28/07/2019,,21:00:00,,,39,PM,1.5m=17.10,18.236,,1.5= 46.93,0,,,,
911,1,1.5m,28/07/2019,,22:00:00,,,39,PM,1.5m=17.10,18.236,,1.5= 46.93,0,,,,
912,1,1.5m,28/07/2019,,23:00:00,,,39,PM,1.5m=17.10,18.331,,1.5= 46.93,0,,,,
913,1,1.5m,29/07/2019,,00:00:00,,,40,AM,1.5m=17.10,18.331,,1.5= 46.93,0,,,,
914,1,1.5m,29/07/2019,,01:00:00,,,40,AM,1.5m=17.10,18.236,,1.5= 46.93,0,,,,
915,1,1.5m,29/07/2019,,02:00:00,,,40,AM,1.5m=17.10,18.236,,1.5= 46.93,0,,,,
916,1,1.5m,29/07/2019,,03:00:00,,,40,AM,1.5m=17.10,18.236,,1.5= 46.93,0,,,,
917,1,1.5m,29/07/2019,,04:00:00,,,40,AM,1.5m=17.10,18.14,,1.5= 46.93,0,,,,
918,1,1.5m,29/07/2019,,05:00:00,,,40,AM,1.5m=17.10,18.14,,1.5= 46.93,0,,,,
919,1,1.5m,29/07/2019,,06:00:00,,,40,AM,1.5m=17.10,18.045,,1.5= 46.93,0,,,,
920,1,1.5m,29/07/2019,,07:00:00,,,40,AM,1.5m=17.10,18.045,,1.5= 46.93,4,,,,
921,1,1.5m,29/07/2019,,08:00:00,,,40,AM,1.5m=17.10,18.045,,1.5= 46.93,4,,,,
922,1,1.5m,29/07/2019,,09:00:00,,,40,AM,1.5m=17.10,17.855,,1.5= 46.93,14,,,,
923,1,1.5m,29/07/2019,,10:00:00,,,40,AM,1.5m=17.10,18.045,,1.5= 46.93,16,,,,
924,1,1.5m,29/07/2019,,11:00:00,,,40,AM,1.5m=17.10,18.331,,1.5= 46.93,24,,,,
925,1,1.5m,29/07/2019,,12:00:00,,,40,PM,1.5m=17.10,18.331,17.0977587,1.5= 46.93,50,46.9349046,,,
1,1,0.5m,21/06/2019,,00:00:00,,,2,AM,0.5m=17.35,14.709,,0.5m=105.55,0,,,,
2,1,0.5m,21/06/2019,,01:00:00,,,2,AM,0.5m=17.35,14.517,,0.5m=105.55,0,,,,
3,1,0.5m,21/06/2019,,02:00:00,,,2,AM,0.5m=17.35,14.517,,0.5m=105.55,0,,,,
4,1,0.5m,21/06/2019,,03:00:00,,,2,AM,0.5m=17.35,14.517,,0.5m=105.55,0,,,,
5,1,0.5m,21/06/2019,,04:00:00,,,2,AM,0.5m=17.35,14.613,,0.5m=105.55,0,,,,
6,1,0.5m,21/06/2019,,05:00:00,,,2,AM,0.5m=17.35,14.517,,0.5m=105.55,0,,,,
7,1,0.5m,21/06/2019,,06:00:00,,,2,AM,0.5m=17.35,14.517,,0.5m=105.55,8,,,,
8,1,0.5m,21/06/2019,,07:00:00,,,2,AM,0.5m=17.35,14.517,,0.5m=105.55,39,,,,
9,1,0.5m,21/06/2019,,08:00:00,,,2,AM,0.5m=17.35,14.517,,0.5m=105.55,21,,,,
10,1,0.5m,21/06/2019,,09:00:00,,,2,AM,0.5m=17.35,14.709,,0.5m=105.55,30,,,,
11,1,0.5m,21/06/2019,,10:00:00,,,2,AM,0.5m=17.35,14.804,,0.5m=105.55,75,,,,
12,1,0.5m,21/06/2019,,11:00:00,,,2,AM,0.5m=17.35,14.996,,0.5m=105.55,160,,,,
13,1,0.5m,21/06/2019,,12:00:00,,,2,PM,0.5m=17.35,15.091,,0.5m=105.55,320,,,,
14,1,0.5m,21/06/2019,,13:00:00,,,2,PM,0.5m=17.35,15.664,,0.5m=105.55,152,,,,
16,1,0.5m,21/06/2019,,15:00:00,,,2,PM,0.5m=17.35,15.091,,0.5m=105.55,800,,,,
17,1,0.5m,21/06/2019,,16:00:00,,,2,PM,0.5m=17.35,14.9,,0.5m=105.55,87,,,,
18,1,0.5m,21/06/2019,,17:00:00,,,2,PM,0.5m=17.35,15.378,,0.5m=105.55,352,,,,
19,1,0.5m,21/06/2019,,18:00:00,,,2,PM,0.5m=17.35,15.76,,0.5m=105.55,224,,,,
20,1,0.5m,21/06/2019,,19:00:00,,,2,PM,0.5m=17.35,15.76,,0.5m=105.55,352,,,,
21,1,0.5m,21/06/2019,,20:00:00,,,2,PM,0.5m=17.35,15.473,,0.5m=105.55,8,,,,
22,1,0.5m,21/06/2019,,21:00:00,,,2,PM,0.5m=17.35,15.378,,0.5m=105.55,2,,,,
23,1,0.5m,21/06/2019,,22:00:00,,,2,PM,0.5m=17.35,15.378,,0.5m=105.55,0,,,,
24,1,0.5m,21/06/2019,,23:00:00,,,2,PM,0.5m=17.35,15.282,,0.5m=105.55,0,,,,
25,1,0.5m,22/06/2019,,00:00:00,,,3,AM,0.5m=17.35,15.187,,0.5m=105.55,0,,,,
26,1,0.5m,22/06/2019,,01:00:00,,,3,AM,0.5m=17.35,14.996,,0.5m=105.55,0,,,,
27,1,0.5m,22/06/2019,,02:00:00,,,3,AM,0.5m=17.35,14.9,,0.5m=105.55,0,,,,
28,1,0.5m,22/06/2019,,03:00:00,,,3,AM,0.5m=17.35,14.613,,0.5m=105.55,0,,,,
29,1,0.5m,22/06/2019,,04:00:00,,,3,AM,0.5m=17.35,14.709,,0.5m=105.55,0,,,,
30,1,0.5m,22/06/2019,,05:00:00,,,3,AM,0.5m=17.35,14.613,,0.5m=105.55,0,,,,
31,1,0.5m,22/06/2019,,06:00:00,,,3,AM,0.5m=17.35,14.613,,0.5m=105.55,7,,,,
32,1,0.5m,22/06/2019,,07:00:00,,,3,AM,0.5m=17.35,14.613,,0.5m=105.55,10,,,,
33,1,0.5m,22/06/2019,,08:00:00,,,3,AM,0.5m=17.35,14.613,,0.5m=105.55,12,,,,
34,1,0.5m,22/06/2019,,09:00:00,,,3,AM,0.5m=17.35,14.709,,0.5m=105.55,23,,,,
35,1,0.5m,22/06/2019,,10:00:00,,,3,AM,0.5m=17.35,14.9,,0.5m=105.55,48,,,,
36,1,0.5m,22/06/2019,,11:00:00,,,3,AM,0.5m=17.35,15.282,,0.5m=105.55,93,,,,
37,1,0.5m,22/06/2019,,12:00:00,,,3,PM,0.5m=17.35,15.378,,0.5m=105.55,184,,,,
38,1,0.5m,22/06/2019,,13:00:00,,,3,PM,0.5m=17.35,15.664,,0.5m=105.55,352,,,,
39,1,0.5m,22/06/2019,,14:00:00,,,3,PM,0.5m=17.35,15.664,,0.5m=105.55,704,,,,
40,1,0.5m,22/06/2019,,15:00:00,,,3,PM,0.5m=17.35,15.76,,0.5m=105.55,2432,,,,
41,1,0.5m,22/06/2019,,16:00:00,,,3,PM,0.5m=17.35,14.996,,0.5m=105.55,184,,,,
42,1,0.5m,22/06/2019,,17:00:00,,,3,PM,0.5m=17.35,15.378,,0.5m=105.55,160,,,,
43,1,0.5m,22/06/2019,,18:00:00,,,3,PM,0.5m=17.35,15.664,,0.5m=105.55,352,,,,
44,1,0.5m,22/06/2019,,19:00:00,,,3,PM,0.5m=17.35,15.569,,0.5m=105.55,65,,,,
45,1,0.5m,22/06/2019,,20:00:00,,,3,PM,0.5m=17.35,15.569,,0.5m=105.55,17,,,,
46,1,0.5m,22/06/2019,,21:00:00,,,3,PM,0.5m=17.35,15.569,,0.5m=105.55,3,,,,
47,1,0.5m,22/06/2019,,22:00:00,,,3,PM,0.5m=17.35,15.378,,0.5m=105.55,0,,,,
48,1,0.5m,22/06/2019,,23:00:00,,,3,PM,0.5m=17.35,15.187,,0.5m=105.55,0,,,,
49,1,0.5m,23/06/2019,,00:00:00,,,4,AM,0.5m=17.35,15.091,,0.5m=105.55,0,,,,
50,1,0.5m,23/06/2019,,01:00:00,,,4,AM,0.5m=17.35,14.996,,0.5m=105.55,0,,,,
51,1,0.5m,23/06/2019,,02:00:00,,,4,AM,0.5m=17.35,14.9,,0.5m=105.55,0,,,,
52,1,0.5m,23/06/2019,,03:00:00,,,4,AM,0.5m=17.35,14.804,,0.5m=105.55,0,,,,
53,1,0.5m,23/06/2019,,04:00:00,,,4,AM,0.5m=17.35,14.804,,0.5m=105.55,0,,,,
54,1,0.5m,23/06/2019,,05:00:00,,,4,AM,0.5m=17.35,14.9,,0.5m=105.55,0,,,,
55,1,0.5m,23/06/2019,,06:00:00,,,4,AM,0.5m=17.35,14.804,,0.5m=105.55,12,,,,
56,1,0.5m,23/06/2019,,07:00:00,,,4,AM,0.5m=17.35,14.9,,0.5m=105.55,33,,,,
57,1,0.5m,23/06/2019,,08:00:00,,,4,AM,0.5m=17.35,14.9,,0.5m=105.55,51,,,,
58,1,0.5m,23/06/2019,,09:00:00,,,4,AM,0.5m=17.35,14.9,,0.5m=105.55,85,,,,
59,1,0.5m,23/06/2019,,10:00:00,,,4,AM,0.5m=17.35,14.996,,0.5m=105.55,136,,,,
60,1,0.5m,23/06/2019,,11:00:00,,,4,AM,0.5m=17.35,15.091,,0.5m=105.55,136,,,,
61,1,0.5m,23/06/2019,,12:00:00,,,4,PM,0.5m=17.35,15.091,,0.5m=105.55,79,,,,
62,1,0.5m,23/06/2019,,13:00:00,,,4,PM,0.5m=17.35,15.187,,0.5m=105.55,96,,,,
63,1,0.5m,23/06/2019,,14:00:00,,,4,PM,0.5m=17.35,15.187,,0.5m=105.55,84,,,,
64,1,0.5m,23/06/2019,,15:00:00,,,4,PM,0.5m=17.35,14.996,,0.5m=105.55,42,,,,
65,1,0.5m,23/06/2019,,16:00:00,,,4,PM,0.5m=17.35,14.804,,0.5m=105.55,62,,,,
66,1,0.5m,23/06/2019,,17:00:00,,,4,PM,0.5m=17.35,14.9,,0.5m=105.55,109,,,,
67,1,0.5m,23/06/2019,,18:00:00,,,4,PM,0.5m=17.35,14.996,,0.5m=105.55,144,,,,
68,1,0.5m,23/06/2019,,19:00:00,,,4,PM,0.5m=17.35,14.996,,0.5m=105.55,107,,,,
69,1,0.5m,23/06/2019,,20:00:00,,,4,PM,0.5m=17.35,15.091,,0.5m=105.55,40,,,,
70,1,0.5m,23/06/2019,,21:00:00,,,4,PM,0.5m=17.35,15.091,,0.5m=105.55,11,,,,
71,1,0.5m,23/06/2019,,22:00:00,,,4,PM,0.5m=17.35,15.091,,0.5m=105.55,0,,,,
72,1,0.5m,23/06/2019,,23:00:00,,,4,PM,0.5m=17.35,14.996,,0.5m=105.55,0,,,,
73,1,0.5m,24/06/2019,,00:00:00,,,5,AM,0.5m=17.35,14.9,,0.5m=105.55,0,,,,
74,1,0.5m,24/06/2019,,01:00:00,,,5,AM,0.5m=17.35,14.9,,0.5m=105.55,0,,,,
75,1,0.5m,24/06/2019,,02:00:00,,,5,AM,0.5m=17.35,14.9,,0.5m=105.55,0,,,,
76,1,0.5m,24/06/2019,,03:00:00,,,5,AM,0.5m=17.35,14.804,,0.5m=105.55,0,,,,
77,1,0.5m,24/06/2019,,04:00:00,,,5,AM,0.5m=17.35,14.709,,0.5m=105.55,0,,,,
78,1,0.5m,24/06/2019,,05:00:00,,,5,AM,0.5m=17.35,14.804,,0.5m=105.55,0,,,,
79,1,0.5m,24/06/2019,,06:00:00,,,5,AM,0.5m=17.35,14.804,,0.5m=105.55,8,,,,
80,1,0.5m,24/06/2019,,07:00:00,,,5,AM,0.5m=17.35,14.9,,0.5m=105.55,50,,,,
81,1,0.5m,24/06/2019,,08:00:00,,,5,AM,0.5m=17.35,14.9,,0.5m=105.55,64,,,,
82,1,0.5m,24/06/2019,,09:00:00,,,5,AM,0.5m=17.35,14.9,,0.5m=105.55,100,,,,
83,1,0.5m,24/06/2019,,10:00:00,,,5,AM,0.5m=17.35,14.9,,0.5m=105.55,108,,,,
84,1,0.5m,24/06/2019,,11:00:00,,,5,AM,0.5m=17.35,14.996,,0.5m=105.55,224,,,,
85,1,0.5m,24/06/2019,,12:00:00,,,5,PM,0.5m=17.35,15.187,,0.5m=105.55,416,,,,
86,1,0.5m,24/06/2019,,13:00:00,,,5,PM,0.5m=17.35,15.187,,0.5m=105.55,416,,,,
87,1,0.5m,24/06/2019,,14:00:00,,,5,PM,0.5m=17.35,15.378,,0.5m=105.55,448,,,,
88,1,0.5m,24/06/2019,,15:00:00,,,5,PM,0.5m=17.35,15.378,,0.5m=105.55,512,,,,
89,1,0.5m,24/06/2019,,16:00:00,,,5,PM,0.5m=17.35,15.378,,0.5m=105.55,480,,,,
90,1,0.5m,24/06/2019,,17:00:00,,,5,PM,0.5m=17.35,14.996,,0.5m=105.55,272,,,,
91,1,0.5m,24/06/2019,,18:00:00,,,5,PM,0.5m=17.35,15.091,,0.5m=105.55,192,,,,
92,1,0.5m,24/06/2019,,19:00:00,,,5,PM,0.5m=17.35,15.187,,0.5m=105.55,84,,,,
93,1,0.5m,24/06/2019,,20:00:00,,,5,PM,0.5m=17.35,15.187,,0.5m=105.55,25,,,,
94,1,0.5m,24/06/2019,,21:00:00,,,5,PM,0.5m=17.35,15.187,,0.5m=105.55,7,,,,
95,1,0.5m,24/06/2019,,22:00:00,,,5,PM,0.5m=17.35,15.187,,0.5m=105.55,0,,,,
96,1,0.5m,24/06/2019,,23:00:00,,,5,PM,0.5m=17.35,15.187,,0.5m=105.55,0,,,,
97,1,0.5m,25/06/2019,,00:00:00,,,6,AM,0.5m=17.35,15.187,,0.5m=105.55,0,,,,
98,1,0.5m,25/06/2019,,01:00:00,,,6,AM,0.5m=17.35,15.282,,0.5m=105.55,0,,,,
99,1,0.5m,25/06/2019,,02:00:00,,,6,AM,0.5m=17.35,15.187,,0.5m=105.55,0,,,,
100,1,0.5m,25/06/2019,,03:00:00,,,6,AM,0.5m=17.35,15.187,,0.5m=105.55,0,,,,
101,1,0.5m,25/06/2019,,04:00:00,,,6,AM,0.5m=17.35,15.091,,0.5m=105.55,0,,,,
102,1,0.5m,25/06/2019,,05:00:00,,,6,AM,0.5m=17.35,15.091,,0.5m=105.55,0,,,,
103,1,0.5m,25/06/2019,,06:00:00,,,6,AM,0.5m=17.35,14.996,,0.5m=105.55,11,,,,
104,1,0.5m,25/06/2019,,07:00:00,,,6,AM,0.5m=17.35,14.996,,0.5m=105.55,67,,,,
105,1,0.5m,25/06/2019,,08:00:00,,,6,AM,0.5m=17.35,15.091,,0.5m=105.55,19,,,,
106,1,0.5m,25/06/2019,,09:00:00,,,6,AM,0.5m=17.35,15.187,,0.5m=105.55,38,,,,
107,1,0.5m,25/06/2019,,10:00:00,,,6,AM,0.5m=17.35,15.282,,0.5m=105.55,77,,,,
108,1,0.5m,25/06/2019,,11:00:00,,,6,AM,0.5m=17.35,15.378,,0.5m=105.55,240,,,,
109,1,0.5m,25/06/2019,,12:00:00,,,6,PM,0.5m=17.35,15.473,,0.5m=105.55,448,,,,
110,1,0.5m,25/06/2019,,13:00:00,,,6,PM,0.5m=17.35,16.141,,0.5m=105.55,672,,,,
111,1,0.5m,25/06/2019,,14:00:00,,,6,PM,0.5m=17.35,15.76,,0.5m=105.55,576,,,,
112,1,0.5m,25/06/2019,,15:00:00,,,6,PM,0.5m=17.35,16.523,,0.5m=105.55,400,,,,
113,1,0.5m,25/06/2019,,16:00:00,,,6,PM,0.5m=17.35,15.951,,0.5m=105.55,416,,,,
114,1,0.5m,25/06/2019,,17:00:00,,,6,PM,0.5m=17.35,16.618,,0.5m=105.55,704,,,,
115,1,0.5m,25/06/2019,,18:00:00,,,6,PM,0.5m=17.35,16.046,,0.5m=105.55,448,,,,
116,1,0.5m,25/06/2019,,19:00:00,,,6,PM,0.5m=17.35,15.951,,0.5m=105.55,109,,,,
